,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
25/3/2017,1,2,0,2,0,3,0,8,0,4,0,5,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
26/3/2017,0,1,0,3,0,3,0,5,0,3,0,7,0,4,0,1,0,0,0,2,0,2,0,0,0,2,0,2
27/3/2017,0,3,0,2,1,2,0,9,0,7,0,12,0,1,0,1,0,2,0,2,0,0,0,3,0,0,0,2
28/3/2017,0,0,0,1,0,8,0,19,0,4,0,6,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2
29/3/2017,0,2,0,0,0,7,0,11,0,6,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,3
30/3/2017,0,2,0,0,0,8,0,11,0,4,0,4,0,1,0,2,1,0,0,0,1,0,0,2,0,2,0,0
31/3/2017,0,0,0,3,0,7,0,9,0,5,0,9,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,1
1/4/2017,0,4,0,1,0,6,0,5,0,7,0,7,0,2,0,0,0,1,0,1,0,4,0,3,0,1,0,1
2/4/2017,0,0,0,1,0,6,0,5,0,3,0,3,0,2,0,2,0,3,0,1,0,1,0,0,0,0,0,0
3/4/2017,0,1,0,2,0,12,0,9,0,4,0,7,0,0,0,1,1,0,0,2,0,2,0,3,0,2,0,2
4/4/2017,0,1,0,2,0,4,0,13,0,8,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5/4/2017,0,0,0,2,0,4,0,10,0,5,0,7,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1
6/4/2017,0,0,0,0,0,5,0,9,0,4,0,5,0,3,0,0,0,2,0,1,1,3,0,1,0,0,0,1
7/4/2017,0,2,0,2,1,6,0,7,2,13,0,10,0,2,0,4,1,3,0,1,0,1,0,1,0,1,0,4
8/4/2017,0,0,0,0,0,11,0,6,0,9,0,6,0,0,0,2,0,0,0,0,0,1,0,4,0,2,0,2
9/4/2017,0,0,0,1,0,8,0,9,1,8,0,6,0,4,0,3,0,1,0,2,0,2,0,1,0,2,0,1
10/4/2017,0,1,0,1,0,7,0,8,0,6,0,6,0,0,0,1,0,0,0,2,2,2,0,2,0,1,0,0
11/4/2017,0,0,0,0,0,7,0,13,0,8,0,6,1,0,0,1,0,2,0,3,0,2,0,1,0,2,0,1
12/4/2017,0,3,0,1,0,4,0,7,0,7,0,6,1,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1
13/4/2017,0,0,0,1,0,3,0,10,0,7,0,6,1,2,0,0,0,2,0,1,0,1,0,2,0,1,0,1
14/4/2017,0,3,0,4,0,4,0,5,1,3,0,3,0,1,0,1,0,1,0,3,0,3,0,0,0,1,0,0
15/4/2017,0,1,0,1,0,3,0,7,1,5,0,4,0,0,0,2,0,3,0,1,0,4,0,0,0,0,0,2
16/4/2017,0,0,0,0,0,5,0,3,0,4,0,4,0,1,0,3,0,2,0,0,0,2,0,0,0,0,0,1
17/4/2017,0,0,0,2,0,4,0,6,0,4,0,2,0,1,0,0,0,0,0,1,0,2,0,4,0,1,0,1
18/4/2017,1,1,0,2,2,5,0,7,0,9,0,12,1,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0
19/4/2017,1,0,0,2,0,4,0,7,0,11,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0
20/4/2017,0,0,0,0,1,6,0,9,0,4,0,11,0,0,0,1,0,1,0,4,0,4,0,0,0,0,0,0
21/4/2017,0,1,0,3,1,7,0,10,1,14,0,14,2,1,0,1,1,3,0,1,0,4,0,0,0,2,0,3
22/4/2017,0,1,0,0,0,5,0,3,0,4,0,6,0,2,0,1,0,1,0,2,0,3,0,0,0,3,0,2
23/4/2017,1,2,0,2,0,5,0,2,0,4,0,0,0,1,0,1,0,6,0,1,0,1,0,0,0,2,0,0
24/4/2017,0,1,0,0,0,4,0,13,0,9,0,3,0,2,0,1,0,1,0,2,0,1,0,3,0,0,0,2
25/4/2017,0,2,0,5,1,1,0,3,0,6,0,10,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,1
26/4/2017,0,1,0,4,0,5,0,9,0,2,0,12,0,1,0,1,0,2,0,3,0,1,0,0,0,0,0,1
27/4/2017,0,0,0,1,0,3,0,13,0,3,0,7,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0
28/4/2017,0,0,0,1,0,0,0,8,0,3,0,4,0,1,0,2,0,0,0,3,0,1,0,3,0,0,0,3
29/4/2017,0,2,0,0,0,2,0,4,0,7,0,3,0,0,0,0,0,1,0,1,0,2,0,4,0,2,0,0
30/4/2017,0,2,0,1,0,2,0,4,1,6,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1/5/2017,0,2,0,2,0,6,0,8,0,3,0,9,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,2
2/5/2017,1,1,0,1,0,4,0,17,0,6,0,8,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3/5/2017,0,0,0,3,0,4,0,10,0,10,0,7,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2
4/5/2017,0,0,0,1,1,10,0,13,0,10,0,5,0,0,0,1,0,2,0,1,0,NA,0,2,0,0,0,1
5/5/2017,0,1,0,0,0,7,0,14,1,9,0,7,0,0,0,2,0,1,0,3,0,1,0,0,0,1,0,3
6/5/2017,0,0,0,4,0,3,0,11,0,3,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2
7/5/2017,0,1,0,0,0,0,0,5,0,12,0,5,0,6,0,2,0,1,0,0,0,2,0,2,0,0,0,2
8/5/2017,0,1,0,2,0,3,0,9,1,3,0,7,0,2,0,0,0,1,0,1,0,0,0,3,2,1,0,1
9/5/2017,0,0,0,1,0,6,0,6,0,3,0,7,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2
10/5/2017,0,2,0,0,0,1,0,10,1,7,0,12,0,2,0,1,0,2,0,2,1,0,0,0,1,1,0,2
11/5/2017,0,1,0,1,0,4,0,6,0,5,0,8,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0
12/5/2017,0,0,0,1,2,8,0,7,0,3,0,7,0,1,0,1,0,0,0,2,0,2,0,2,0,0,0,3
13/5/2017,0,1,0,0,0,6,0,8,0,7,0,4,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,3
14/5/2017,0,0,0,1,0,2,0,4,0,3,0,3,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,1
15/5/2017,1,0,0,1,0,8,0,4,0,4,0,13,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2
16/5/2017,0,0,0,1,0,7,0,14,0,5,0,6,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,1
17/5/2017,1,0,0,0,0,8,0,7,0,4,0,7,0,1,0,0,0,3,0,1,0,2,0,1,0,2,0,0
18/5/2017,0,1,0,0,0,6,0,5,0,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
19/5/2017,1,2,0,3,0,2,0,13,0,1,0,11,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
20/5/2017,0,1,0,4,0,8,0,10,0,7,0,7,0,3,0,0,0,1,0,0,0,3,0,2,0,0,0,1
21/5/2017,0,1,0,2,0,7,0,9,0,7,0,3,0,0,0,1,0,2,0,2,0,1,0,1,0,1,0,0
22/5/2017,0,1,0,0,0,10,0,12,0,8,0,12,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1
23/5/2017,0,1,0,1,0,3,0,7,0,3,0,6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
24/5/2017,0,0,0,2,0,7,0,5,0,9,0,7,0,1,0,0,0,2,0,3,0,1,0,1,0,0,0,2
25/5/2017,0,1,0,0,1,4,0,7,0,2,0,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
26/5/2017,0,0,0,1,0,9,0,5,0,11,0,7,0,1,0,1,0,0,0,3,0,3,0,4,0,0,0,1
27/5/2017,0,1,0,1,0,6,0,3,1,6,0,10,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,1
28/5/2017,0,1,0,1,0,3,0,6,1,2,0,9,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0
29/5/2017,0,0,0,1,0,5,0,8,0,8,0,6,0,2,0,3,0,1,0,1,0,3,0,1,0,0,0,1
30/5/2017,0,0,0,0,0,3,0,11,0,7,0,9,0,0,0,4,0,0,0,2,0,2,0,0,0,2,0,1
31/5/2017,0,0,0,2,0,4,0,10,0,3,0,12,0,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0
1/6/2017,0,0,0,1,0,4,0,10,0,1,0,11,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,2
2/6/2017,0,1,0,1,0,4,0,5,0,6,0,5,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,4
3/6/2017,0,1,0,0,0,8,0,9,0,3,0,9,0,1,0,0,0,2,0,1,0,3,0,2,0,0,0,1
4/6/2017,0,0,0,1,0,4,0,4,0,8,0,7,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,1
5/6/2017,0,2,0,1,1,3,0,6,0,12,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6/6/2017,0,0,0,1,1,1,0,15,0,8,0,6,0,0,0,0,0,3,0,1,0,1,0,2,0,1,0,1
7/6/2017,0,1,0,0,0,5,0,12,2,5,0,11,0,0,0,1,0,0,0,1,0,3,0,3,0,1,0,1
8/6/2017,0,0,0,1,0,2,0,15,0,6,0,7,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2
9/6/2017,0,0,0,1,0,5,0,5,0,10,0,8,0,0,0,2,0,3,0,2,0,3,0,3,0,0,0,1
10/6/2017,0,3,0,3,0,3,0,4,0,3,0,9,0,0,0,1,0,3,0,1,0,1,0,1,0,1,0,0
11/6/2017,0,0,0,1,0,2,0,3,1,7,0,5,0,1,0,3,0,1,0,3,0,1,0,2,0,1,0,0
12/6/2017,0,1,0,2,0,1,0,1,0,5,0,4,0,1,0,3,0,3,0,0,0,3,0,1,0,1,0,2
13/6/2017,0,0,0,2,0,3,0,4,0,8,0,6,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,1
14/6/2017,0,0,0,1,0,1,0,5,0,9,0,9,1,2,0,0,0,0,0,2,0,2,0,2,0,1,0,2
15/6/2017,0,0,0,3,0,6,0,9,1,4,0,6,0,2,0,0,0,3,0,1,0,0,0,3,0,0,0,2
16/6/2017,0,0,0,1,0,5,0,6,0,9,0,10,0,0,0,1,0,1,0,1,0,2,0,2,0,0,0,2
17/6/2017,0,0,0,2,0,5,0,4,0,13,0,12,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2
18/6/2017,2,0,0,2,0,3,0,5,0,2,0,1,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,1
19/6/2017,0,1,0,2,0,3,0,9,0,6,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20/6/2017,0,1,0,2,0,3,0,11,0,8,0,12,1,0,0,1,0,2,0,1,0,1,0,4,0,2,0,1
21/6/2017,0,0,0,1,0,6,0,10,0,4,0,12,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2
22/6/2017,0,1,0,0,0,5,0,7,1,3,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
23/6/2017,0,0,0,1,0,5,0,22,0,7,0,13,2,2,0,4,0,0,0,0,0,4,0,3,0,0,0,2
24/6/2017,0,0,0,0,0,4,0,7,1,3,0,8,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,1
25/6/2017,0,2,0,1,1,2,0,10,0,6,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1
26/6/2017,0,1,0,0,0,1,0,6,0,4,0,7,0,1,0,2,0,1,0,1,0,3,0,1,0,1,0,0
27/6/2017,0,0,0,0,0,5,0,11,0,4,0,4,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,0
28/6/2017,0,0,0,0,0,6,0,10,0,9,0,6,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1
29/6/2017,1,0,0,2,0,4,0,7,0,5,0,11,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,1
30/6/2017,0,0,0,0,1,2,0,6,0,7,0,7,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1/7/2017,0,1,0,0,1,6,0,7,0,6,0,11,0,1,0,1,0,2,0,3,0,0,0,2,0,1,0,2
2/7/2017,0,3,0,0,1,2,0,5,1,3,0,7,0,1,0,1,0,0,0,1,0,4,0,0,0,3,0,0
3/7/2017,0,0,0,1,0,2,0,12,1,7,0,10,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0
4/7/2017,0,0,0,1,0,2,0,10,0,1,0,12,0,1,0,0,0,0,0,1,0,2,0,3,0,3,0,0
5/7/2017,0,0,0,1,0,14,0,7,0,1,0,9,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0
6/7/2017,0,1,0,1,1,8,0,6,0,5,0,9,0,0,0,2,0,3,0,0,1,2,0,1,0,0,0,2
7/7/2017,0,0,0,0,1,4,0,5,1,8,0,8,1,2,0,3,0,0,0,0,0,5,0,1,0,1,0,2
8/7/2017,0,0,0,1,0,3,0,5,0,5,0,4,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0
9/7/2017,0,1,0,2,0,1,0,3,1,6,0,3,0,1,0,0,0,0,0,2,0,1,0,3,0,1,0,0
10/7/2017,0,0,0,0,0,3,0,4,0,4,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
11/7/2017,0,1,0,1,0,9,0,8,0,4,0,4,0,1,0,0,0,1,0,2,0,1,0,2,0,1,0,1
12/7/2017,0,0,0,1,0,4,0,10,0,3,0,10,0,0,0,2,0,1,0,0,0,2,0,2,0,1,0,3
13/7/2017,0,0,0,0,0,5,0,4,1,5,0,6,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,3
14/7/2017,0,0,0,3,1,5,0,8,1,5,0,9,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,2
15/7/2017,0,0,0,1,0,8,0,2,0,5,0,3,0,1,0,2,1,3,0,1,0,0,0,1,0,0,0,2
16/7/2017,1,1,0,0,0,4,0,0,0,6,0,6,0,0,0,1,0,2,0,2,0,3,0,2,0,1,0,0
17/7/2017,0,0,0,2,0,4,0,7,1,2,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18/7/2017,0,0,0,1,0,5,0,6,1,7,0,11,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1
19/7/2017,0,0,0,0,0,6,0,4,0,6,0,12,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1
20/7/2017,0,2,0,1,1,2,0,6,0,5,0,4,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,1
21/7/2017,0,1,0,2,0,6,0,17,0,8,0,11,0,0,0,1,0,2,0,0,0,4,0,1,0,0,0,0
22/7/2017,1,0,0,1,0,1,0,7,0,5,0,2,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,1
23/7/2017,0,0,0,0,0,4,0,5,0,2,0,6,0,1,0,1,0,1,0,1,0,3,0,1,0,0,0,3
24/7/2017,0,0,0,0,0,6,0,8,1,7,0,8,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,2
25/7/2017,0,1,0,1,0,5,0,16,0,4,0,7,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1
26/7/2017,0,1,0,2,0,3,0,10,0,4,0,7,0,0,0,3,0,0,0,0,0,1,0,4,0,1,0,1
27/7/2017,0,0,0,2,0,4,0,8,0,10,0,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
28/7/2017,0,1,0,1,0,12,0,6,0,8,0,5,0,2,0,1,0,1,0,1,0,2,0,2,0,0,0,0
29/7/2017,0,0,0,1,0,9,0,4,0,5,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
30/7/2017,0,0,0,2,0,5,0,4,0,10,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1
31/7/2017,0,0,0,1,0,7,0,11,0,8,0,9,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0
1/8/2017,0,0,0,1,0,3,0,7,0,7,0,6,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1
2/8/2017,0,1,0,2,0,6,0,8,0,6,0,7,0,1,0,1,0,2,0,1,0,0,0,2,0,0,0,2
3/8/2017,0,0,0,0,0,8,0,7,0,7,0,8,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0,4
4/8/2017,0,0,0,0,1,4,0,8,0,4,0,6,0,0,0,1,0,2,0,2,0,1,0,4,0,1,0,3
5/8/2017,2,0,0,2,0,5,0,9,0,8,0,6,0,1,0,2,0,0,0,0,0,1,0,4,0,1,0,2
6/8/2017,0,1,0,2,0,9,0,4,1,3,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7/8/2017,0,0,0,1,0,6,0,11,0,4,0,12,0,0,0,2,0,3,0,1,0,1,0,2,0,0,0,2
8/8/2017,0,1,0,2,0,5,0,4,0,5,0,5,0,0,0,1,0,0,0,3,0,2,0,0,0,2,0,4
9/8/2017,0,1,0,1,0,4,0,6,1,8,0,5,0,1,0,2,1,2,0,1,0,1,0,0,0,0,0,1
10/8/2017,0,0,0,1,0,5,0,8,0,9,0,6,1,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1
11/8/2017,0,1,0,2,0,5,0,9,1,5,0,6,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0
12/8/2017,0,1,0,0,0,6,0,5,0,4,0,4,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,4
13/8/2017,0,0,0,2,0,9,0,4,2,9,0,2,0,4,0,1,0,1,0,1,0,2,0,2,0,1,0,0
14/8/2017,0,0,0,0,0,5,0,4,0,9,0,6,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,1
15/8/2017,0,1,0,1,1,3,0,5,0,6,0,8,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3
16/8/2017,0,1,0,2,0,5,0,7,0,7,0,6,2,1,0,0,0,1,0,0,0,1,0,3,0,0,0,2
17/8/2017,0,1,0,0,0,4,0,9,0,7,0,7,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2
18/8/2017,0,2,0,2,1,3,0,5,0,6,0,7,0,2,0,0,0,3,0,0,0,4,0,0,0,0,0,2
19/8/2017,0,1,0,1,0,3,0,7,0,4,0,6,0,1,0,2,0,1,0,1,0,4,0,0,0,0,0,2
20/8/2017,0,2,0,1,0,4,0,12,0,4,0,4,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,0
21/8/2017,0,1,0,0,1,3,0,7,0,3,0,17,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
22/8/2017,0,0,0,1,0,4,0,12,0,8,0,5,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0
23/8/2017,0,0,0,0,0,4,0,11,0,7,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
24/8/2017,0,3,0,0,0,4,0,8,0,9,0,9,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0
25/8/2017,0,1,0,2,0,7,0,4,0,3,0,6,0,1,0,2,0,0,0,0,0,1,0,1,1,3,0,3
26/8/2017,0,1,0,3,0,6,0,8,0,4,0,7,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0
27/8/2017,0,0,0,2,0,0,0,3,1,3,0,6,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0,2
28/8/2017,0,1,0,0,1,4,0,8,1,9,0,8,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,3
29/8/2017,0,1,0,0,1,2,0,9,0,5,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1
30/8/2017,0,0,0,3,0,6,0,11,0,3,0,11,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1
31/8/2017,0,0,0,3,0,9,0,6,0,7,0,9,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0
1/9/2017,0,1,0,1,1,5,0,7,0,6,0,13,1,3,0,1,0,1,0,0,0,2,0,0,0,0,0,2
2/9/2017,0,0,0,2,0,4,0,1,0,2,0,5,0,1,0,0,0,1,0,1,1,3,0,2,0,0,0,3
3/9/2017,1,0,0,2,1,3,0,6,2,2,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3
4/9/2017,0,0,0,1,0,3,0,6,0,5,0,8,0,0,0,0,1,0,0,4,0,2,0,0,0,2,0,3
5/9/2017,0,0,0,2,1,3,0,2,0,4,0,8,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,2
6/9/2017,0,0,0,2,0,7,0,2,0,9,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7/9/2017,0,1,0,1,0,5,0,8,2,3,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
8/9/2017,0,0,0,0,0,4,0,8,0,5,0,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
9/9/2017,0,1,0,1,0,1,0,9,1,4,0,8,0,1,0,0,1,4,0,3,0,5,0,0,0,1,0,2
10/9/2017,0,1,0,4,0,5,0,3,1,7,0,3,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,1
11/9/2017,0,1,0,1,0,5,0,4,0,5,0,3,0,0,0,2,0,0,0,0,0,3,0,1,0,3,0,2
12/9/2017,0,0,0,1,0,5,0,10,1,8,0,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2
13/9/2017,0,0,0,0,0,2,0,9,0,2,0,5,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0
14/9/2017,0,0,0,0,0,7,0,9,0,2,0,11,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,3
15/9/2017,0,0,0,0,0,6,0,9,0,4,0,4,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1
16/9/2017,0,0,0,0,0,1,0,6,0,9,0,7,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0
17/9/2017,0,1,0,1,1,6,0,5,1,9,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3
18/9/2017,0,3,0,1,0,5,0,4,1,1,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
19/9/2017,1,0,0,1,0,6,0,3,0,4,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2
20/9/2017,0,2,0,2,0,8,0,13,0,8,0,8,0,0,0,1,0,3,0,0,1,2,0,5,0,0,0,0
21/9/2017,0,1,0,1,0,3,0,6,0,6,0,8,0,0,0,1,1,2,0,1,0,0,0,2,0,0,0,1
22/9/2017,0,0,0,1,0,3,0,11,0,8,0,8,0,0,0,0,1,2,0,2,0,2,0,1,0,0,0,2
23/9/2017,0,0,0,0,0,5,0,5,1,8,0,7,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,3
24/9/2017,1,0,0,1,0,3,0,6,0,1,0,5,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0
25/9/2017,0,1,0,1,0,4,0,3,0,6,0,9,0,0,0,2,0,1,0,0,1,2,0,2,0,1,0,0
26/9/2017,0,1,0,0,0,5,0,6,0,3,0,9,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1
27/9/2017,0,0,0,4,0,10,0,5,0,5,0,14,0,0,0,1,0,1,0,0,0,2,0,3,0,0,0,0
28/9/2017,0,2,0,1,0,3,0,6,0,10,0,3,0,2,0,2,0,2,0,1,0,3,0,0,0,1,0,0
29/9/2017,0,0,0,2,0,3,0,4,0,2,0,5,0,1,0,2,0,1,0,1,0,2,0,1,0,3,0,0
30/9/2017,0,1,0,1,0,4,0,5,0,1,0,5,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,2
1/10/2017,0,0,0,3,0,2,0,6,1,4,0,7,0,2,0,2,0,4,0,0,0,2,0,1,0,0,0,1
2/10/2017,0,0,0,1,0,4,0,4,0,8,0,5,0,2,0,2,0,0,0,2,0,0,0,4,0,4,0,1
3/10/2017,0,1,0,1,1,5,0,5,0,6,0,14,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,1
4/10/2017,0,1,0,1,0,9,0,8,0,7,0,9,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,1
5/10/2017,0,2,0,1,0,5,0,7,0,8,0,7,0,1,0,0,0,2,0,3,0,1,0,3,0,0,0,1
6/10/2017,0,0,0,2,0,7,0,7,0,3,0,3,0,2,0,1,0,5,0,0,0,2,0,1,0,0,0,0
7/10/2017,0,2,0,0,0,5,0,5,1,5,0,8,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,2
8/10/2017,0,1,0,0,0,7,0,5,0,2,0,4,1,2,0,1,0,0,0,0,0,4,0,0,0,0,0,2
9/10/2017,0,2,0,1,0,6,0,7,1,6,0,7,0,0,0,2,0,1,0,1,0,1,0,3,0,1,0,0
10/10/2017,0,0,0,1,0,9,0,6,1,8,0,11,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,1
11/10/2017,0,0,0,0,0,4,0,11,0,5,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
12/10/2017,0,2,0,0,0,7,0,8,0,8,0,15,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0
13/10/2017,0,0,0,1,0,6,0,5,0,4,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
14/10/2017,1,3,0,1,0,5,0,7,0,5,0,8,0,3,0,1,0,1,0,0,0,3,0,0,1,2,0,1
15/10/2017,0,3,0,3,0,5,0,6,0,10,0,11,0,2,0,2,0,2,0,0,0,3,0,1,0,2,0,1
16/10/2017,1,1,0,0,0,8,0,9,0,4,0,9,0,0,0,0,0,1,0,1,0,2,0,3,0,1,0,0
17/10/2017,0,1,0,0,0,10,0,11,0,3,0,4,0,1,0,3,0,2,0,0,0,3,0,3,0,0,0,0
18/10/2017,0,2,0,1,1,5,0,5,0,14,0,12,0,2,0,1,0,2,0,2,1,2,0,1,0,0,0,1
19/10/2017,0,1,0,3,0,2,0,8,0,8,0,6,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1
20/10/2017,0,4,0,3,0,8,0,9,0,6,0,9,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2
21/10/2017,0,1,0,0,0,3,0,10,0,8,0,16,0,0,0,5,0,3,0,0,0,2,0,1,0,1,0,1
22/10/2017,0,0,0,1,0,5,0,3,0,7,0,8,0,2,0,2,0,0,0,1,0,4,0,0,0,2,0,0
23/10/2017,0,1,0,3,0,3,0,8,0,11,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24/10/2017,0,1,0,2,0,2,0,6,0,5,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
25/10/2017,0,2,0,1,0,5,0,8,0,9,0,12,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1
26/10/2017,0,2,0,1,0,6,0,7,0,9,0,10,0,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0
27/10/2017,0,0,0,1,0,12,0,4,1,9,0,10,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3
