"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-23","0.00","89","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-24","0.00","77","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-25","0.05","89","64"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-26","0.49","66","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-27","0.10","67","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-28","0.02","67","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-02-29","0.02","70","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-01","0.00","90","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-02","0.14","66","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-03","0.01","69","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-04","0.00","71","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-05","2.16","68","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-06","0.10","65","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-07","0.00","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-08","0.00","72","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-09","0.00","70","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-10","0.00","71","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-11","0.00","85","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-12","0.00","85","60"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-13","0.00","81","67"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-14","0.01","65","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-15","0.00","68","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-16","0.00","77","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-17","0.00","83","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-18","0.00","84","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-19","0.00","87","65"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-20","0.02","72","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-21","0.01","65","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-22","0.01","65","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-23","0.06","64","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-24","0.00","65","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-25","0.00","65","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-26","0.00","72","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-27","0.00","81","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-28","0.00","83","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-29","0.00","82","66"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-30","0.16","70","62"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-03-31","0.00","69","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-01","0.00","74","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-02","0.98","67","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-03","0.15","76","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-04","1.20","61","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-05","0.10","60","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-06","0.55","61","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-07","0.00","61","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-08","0.02","65","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-09","0.00","70","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-10","0.00","72","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-11","0.13","60","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-12","0.47","58","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-13","0.00","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-14","0.01","75","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-15","0.00","76","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-16","0.03","69","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-17","0.00","63","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-18","0.00","63","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-19","0.03","64","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-20","0.18","66","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-21","0.03","67","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-22","0.00","64","56"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-23","0.00","68","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-24","0.03","67","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-25","0.01","71","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-26","0.67","63","59"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-27","0.03","63","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-28","0.00","68","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-29","0.25","68","57"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-04-30","1.05","60","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-01","0.22","54","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-02","0.05","55","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-03","0.39","58","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-04","0.06","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-05","0.00","68","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-06","0.00","68","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-07","0.00","71","58"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-08","0.00","68","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-09","0.06","57","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-10","0.27","58","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-11","0.02","63","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-12","0.00","62","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-13","0.10","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-14","0.05","59","41"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-15","0.00","58","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-16","0.00","65","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-17","0.00","63","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-18","0.00","67","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-19","0.00","64","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-20","0.52","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-21","0.57","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-22","0.09","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-23","0.00","57","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-24","0.02","57","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-25","0.02","60","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-26","0.00","65","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-27","0.00","63","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-28","0.00","62","52"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-29","0.01","65","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-30","0.00","64","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-05-31","0.01","63","54"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-01","0.25","53","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-02","0.49","59","48"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-03","0.05","58","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-04","0.00","56","49"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-05","0.00","56","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-06","0.00","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-07","0.00","54","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-08","0.01","55","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-09","0.00","58","34"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-10","0.00","60","36"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-11","0.00","60","38"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-12","0.00","60","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-13","0.00","62","43"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-14","0.19","59","51"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-15","0.03","65","53"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-16","0.00","64","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-17","0.04","59","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-18","0.00","64","37"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-19","0.00","67","42"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-20","0.17","63","55"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-21","0.00","54","39"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-22","0.10","53","46"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-23","0.26","58","47"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-24","0.00","60","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-25","0.01","59","50"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-26","0.03","56","44"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-27","0.01","56","45"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-28","0.00","54","35"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-29","0.00","60","32"
"ASN00086077","MOORABBIN AIRPORT, AS","2020-06-30","0.00","61","35"
